3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
3 6 0 0 0 3
